City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Tuatapere,NZ,-46.1333,167.6833,56.73,61,83,9.57,broken clouds
349,Cangucu,BR,-31.395,-52.6756,68.45,86,38,7.72,scattered clouds
350,Norrtalje,SE,59.758,18.705,47.01,94,53,4.47,broken clouds
351,Plettenberg Bay,ZA,-34.0527,23.3716,63.54,85,95,9.73,overcast clouds
352,Aykhal,RU,66.0,111.5,6.51,93,100,21.54,overcast clouds
353,Bambous Virieux,MU,-20.3428,57.7575,71.85,83,40,3.44,scattered clouds
354,San Martin Jilotepeque,GT,14.7878,-90.7925,66.18,87,92,3.62,overcast clouds
355,Tomatlan,MX,19.9333,-105.25,84.65,65,12,5.93,few clouds
356,Ardmore,US,34.1743,-97.1436,73.65,44,1,5.01,clear sky
357,El Cobre,CU,20.0489,-75.9469,81.84,74,40,2.3,scattered clouds
358,Kapuskasing,CA,49.4169,-82.4331,37.49,93,90,14.97,moderate rain
359,Road Town,VG,18.4167,-64.6167,82.49,74,40,5.75,scattered clouds
360,Praia,CV,14.9215,-23.5087,77.54,94,75,10.36,broken clouds
361,Greenwood,US,34.1668,-82.1165,67.44,65,1,4.61,clear sky
362,Albania,AL,41.0,20.0,43.99,61,0,4.23,clear sky
363,Mangrol,IN,21.1167,70.1167,75.96,47,21,6.2,few clouds
364,Berga,NO,60.392,5.328,53.87,58,75,9.22,light rain
365,Arkhangelsk,RU,64.5401,40.5433,35.71,93,90,8.95,mist
366,Chirongui,YT,-12.9319,45.1483,78.73,78,2,10.36,clear sky
367,Okha,RU,53.5739,142.9478,23.67,73,74,3.69,broken clouds
368,Beckley,US,37.7782,-81.1882,51.71,86,90,1.01,overcast clouds
369,Srednekolymsk,RU,67.45,153.6833,-8.79,100,96,6.64,overcast clouds
370,Atar,MR,20.5169,-13.0499,84.16,17,2,7.31,clear sky
371,Victoria,HK,22.2855,114.1577,75.38,83,89,1.01,overcast clouds
372,Isangel,VU,-19.55,169.2667,78.8,71,57,8.81,broken clouds
373,Saint George,US,37.1041,-113.5841,79.95,26,1,1.01,clear sky
374,Beatrice,US,40.2681,-96.747,49.98,46,90,11.5,overcast clouds
375,Ulkan,RU,57.243,107.3223,32.72,90,90,6.08,overcast clouds
376,Nizhnevartovsk,RU,60.9344,76.5531,-0.38,92,0,2.24,clear sky
377,Ciudad Real,ES,39.0,-4.0,65.14,91,100,4.0,overcast clouds
378,Batagay-Alyta,RU,67.8006,130.4114,0.77,89,99,2.53,overcast clouds
379,Wanning,CN,18.8003,110.3967,75.85,91,86,6.67,light rain
380,San Quintin,MX,30.4833,-115.95,67.14,68,0,11.95,clear sky
381,Haicheng,CN,40.8516,122.7475,31.84,68,0,5.48,clear sky
382,Telfs,AT,47.3,11.0667,51.96,84,13,6.67,few clouds
383,Dukat,RU,62.55,155.55,-16.92,99,89,4.65,overcast clouds
384,Saryagash,KZ,41.4511,69.1701,44.56,60,6,3.67,clear sky
385,Gushikawa,JP,26.3544,127.8686,70.83,94,1,0.0,clear sky
386,Caravelas,BR,-17.7125,-39.2481,75.42,81,93,8.25,overcast clouds
387,Topchikha,RU,52.8192,83.1185,25.38,78,100,14.9,overcast clouds
388,Fallon,US,39.4735,-118.7774,68.45,34,40,5.75,scattered clouds
389,Knyaze-Volkonskoye,RU,48.4642,135.4567,23.34,60,0,2.01,clear sky
390,Chandrakona,IN,22.7333,87.5167,68.88,67,25,4.63,scattered clouds
391,Beyneu,KZ,45.3167,55.2,48.85,65,0,6.67,clear sky
392,Alofi,NU,-19.0595,-169.9187,75.09,88,48,13.8,light rain
393,Guerrero Negro,MX,27.9769,-114.0611,71.42,60,100,13.18,overcast clouds
394,Ouango,CF,4.3133,22.5552,69.71,96,86,1.05,light rain
395,Mineros,BO,-17.1167,-63.2333,90.99,39,81,2.33,broken clouds
396,Oksbol,DK,55.6268,8.2876,57.49,93,100,25.66,heavy intensity rain
397,Avera,US,33.194,-82.5271,66.88,58,16,7.16,few clouds
398,Vostok,RU,46.4856,135.8833,26.62,95,13,1.66,few clouds
399,Hambantota,LK,6.1241,81.1185,77.9,88,44,5.12,scattered clouds
400,Tarko-Sale,RU,64.9225,77.785,2.01,94,92,13.22,overcast clouds
401,Obera,AR,-27.4871,-55.1199,74.32,73,90,2.04,overcast clouds
402,Huntsville,US,34.7304,-86.5861,66.4,68,75,1.01,broken clouds
403,Teguise,ES,29.0605,-13.564,66.42,78,0,11.5,clear sky
404,Coro,VE,11.4045,-69.6734,80.76,81,98,14.0,overcast clouds
405,Solikamsk,RU,59.6196,56.7729,37.58,97,100,7.92,overcast clouds
406,Taltal,CL,-25.4,-70.4833,63.43,72,19,2.84,few clouds
407,Mathbaria,BD,22.2876,89.9593,67.23,73,10,5.91,clear sky
408,Tura,IN,25.5198,90.2201,60.12,72,0,3.33,clear sky
409,Shitanjing,CN,39.2342,106.3439,38.43,51,5,5.12,clear sky
410,Bijie,CN,27.3125,105.2942,48.83,97,100,3.06,overcast clouds
411,Amparafaravola,MG,-17.5833,48.2167,65.66,92,63,2.06,broken clouds
412,Los Corrales De Buelna,ES,43.2636,-4.0726,56.95,96,100,1.01,overcast clouds
413,Hagerstown,US,39.6418,-77.72,59.92,75,90,4.0,overcast clouds
414,Ketchikan,US,55.3422,-131.6461,48.18,67,90,2.13,overcast clouds
415,Rajapur,IN,25.3833,81.15,67.05,46,0,1.05,clear sky
416,Praia Da Vitoria,PT,38.7333,-27.0667,70.05,94,40,1.43,scattered clouds
417,Samur,RU,41.8253,48.486,53.08,88,62,6.58,broken clouds
418,Pundaguitan,PH,6.3711,126.1689,81.88,76,98,6.4,overcast clouds
419,Ndola,ZM,-12.9587,28.6366,70.63,42,48,3.0,scattered clouds
420,Eastlake,US,41.6539,-81.4504,57.07,77,90,5.01,overcast clouds
421,Sembe,CG,1.6481,14.5806,69.57,99,100,2.26,light rain
422,Honningsvag,NO,70.9821,25.9704,33.33,80,67,18.25,broken clouds
423,Buloh Kasap,MY,2.5536,102.764,76.91,98,90,2.82,overcast clouds
424,Meihekou,CN,42.5272,125.6753,34.77,79,98,5.01,overcast clouds
425,Ventspils,LV,57.3894,21.5606,49.93,93,90,2.3,overcast clouds
426,Kutum,SD,14.2,24.6667,76.69,21,67,13.56,broken clouds
427,Jiblah,YE,13.9216,44.1467,57.58,75,4,2.68,clear sky
428,Kudahuvadhoo,MV,2.6708,72.8944,82.31,77,36,20.36,scattered clouds
429,Mumford,GH,5.2618,-0.759,79.29,87,99,13.67,light rain
430,Walvis Bay,NA,-22.9575,14.5053,61.09,88,0,3.44,clear sky
431,San Cristobal,VE,7.7669,-72.225,73.58,98,67,1.79,broken clouds
432,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,71,75,14.97,broken clouds
433,Abu Samrah,SY,35.3029,37.1841,67.24,58,91,13.02,overcast clouds
434,Okato,NZ,-39.2,173.8833,58.42,62,95,12.06,overcast clouds
435,Oriximina,BR,-1.7656,-55.8661,81.41,70,78,1.95,broken clouds
436,Mayumba,GA,-3.432,10.6554,77.05,88,98,7.78,overcast clouds
437,Touros,BR,-5.1989,-35.4608,81.5,75,62,16.17,broken clouds
438,Hasaki,JP,35.7333,140.8333,57.6,81,100,8.01,overcast clouds
439,Hamilton,US,39.1834,-84.5333,61.0,72,90,3.0,overcast clouds
440,Havelock,US,34.8791,-76.9013,69.78,75,1,8.05,clear sky
441,Bosanska Dubica,BA,45.1767,16.8094,37.51,84,1,2.89,clear sky
442,Inzer,RU,54.2167,57.5556,43.66,93,99,5.41,overcast clouds
443,Konibodom,TJ,40.2843,70.4426,40.77,65,5,1.01,clear sky
444,Amuntai,ID,-2.4177,115.2494,73.51,95,100,1.45,overcast clouds
445,Itupiranga,BR,-5.1347,-49.3267,81.3,66,74,2.84,broken clouds
446,Ola,RU,59.5833,151.2833,11.53,53,4,8.46,clear sky
447,Pringsewu,ID,-5.3582,104.9744,74.26,95,94,1.23,overcast clouds
448,Rehoboth,NA,-23.3167,17.0833,64.06,24,0,10.83,clear sky
449,Channel-Port Aux Basques,CA,47.5702,-59.1367,50.63,93,100,26.42,overcast clouds
450,Esperance,AU,-33.8667,121.9,62.44,51,100,13.53,overcast clouds
451,Hadgaon,IN,19.5,77.6667,63.7,68,5,3.65,clear sky
452,Kosonsoy,UZ,41.2561,71.5508,42.85,56,7,5.73,clear sky
453,Mareeba,AU,-17.0,145.4333,82.44,70,92,9.95,overcast clouds
454,Tinskoy,RU,56.1525,96.9161,36.21,73,100,7.05,overcast clouds
455,Namatanai,PG,-3.6667,152.4333,83.21,72,59,7.81,light rain
456,Kisangani,CD,0.5167,25.2,70.63,100,100,1.28,light rain
457,Kibuye,RW,-2.0597,29.3482,65.57,84,100,1.39,light rain
458,Carlsbad,US,33.1581,-117.3506,78.1,71,1,3.0,clear sky
459,Vallenar,CL,-28.5708,-70.7581,70.72,40,66,7.02,broken clouds
460,Ryotsu,JP,38.0833,138.4333,55.36,73,64,5.35,broken clouds
461,Santa Cruz De La Palma,ES,28.6835,-17.7642,71.13,77,0,9.22,clear sky
462,Yurgamysh,RU,55.3714,64.4656,42.21,88,100,12.93,overcast clouds
463,Golden,US,39.7555,-105.2211,53.42,70,90,5.75,overcast clouds
464,Senador Guiomard,BR,-10.1522,-67.7392,87.55,47,95,2.59,overcast clouds
465,San Pedro,PH,14.35,121.0167,77.36,91,90,4.61,overcast clouds
466,Apastepeque,SV,13.6667,-88.7833,80.85,87,77,3.6,broken clouds
467,Yichun,CN,47.7,128.9,23.76,39,0,0.51,clear sky
468,Areia Branca,BR,-4.9561,-37.1369,82.6,80,23,22.82,few clouds
469,Baykit,RU,61.67,96.37,19.6,96,100,2.64,light snow
470,Acajutla,SV,13.5928,-89.8275,91.74,74,75,5.46,broken clouds
471,Pangnirtung,CA,66.1451,-65.7125,25.92,96,100,5.1,light snow
472,Amahai,ID,-3.3333,128.9167,80.67,77,100,1.32,overcast clouds
473,Beloha,MG,-25.1667,45.05,71.92,76,88,3.78,light rain
474,Knysna,ZA,-34.0363,23.0471,62.98,90,100,9.22,overcast clouds
475,Bogorodskoye,RU,56.55,37.8833,39.67,86,6,9.13,clear sky
476,Little Current,CA,45.9793,-81.9248,51.85,89,56,25.43,light rain
477,Elat,IL,29.5581,34.9482,75.04,53,7,0.0,clear sky
478,Sulecin,PL,52.4443,15.1168,50.72,74,10,7.14,clear sky
479,Devonport,AU,-41.1667,146.35,57.09,56,57,9.66,broken clouds
480,Pacific Grove,US,36.6177,-121.9166,69.62,72,1,1.99,clear sky
481,Ouadda,CF,8.0777,22.4007,69.35,56,56,0.96,broken clouds
482,Taoudenni,ML,22.6783,-3.9836,81.32,18,0,11.3,clear sky
483,Lasa,IT,46.6166,10.7002,50.74,98,100,3.76,overcast clouds
484,Yafran,LY,32.0633,12.5286,67.78,31,8,11.14,clear sky
485,Atambua,ID,-9.1061,124.8925,79.16,71,66,1.68,broken clouds
486,Dumabato,PH,16.3167,121.7,71.56,93,88,2.84,overcast clouds
487,Meulaboh,ID,4.1363,96.1285,75.38,88,100,4.83,light rain
488,Nizhniy Kuranakh,RU,58.8353,125.4869,22.21,92,100,3.65,overcast clouds
489,Pangkalanbuun,ID,-2.6833,111.6167,74.41,97,98,0.58,light rain
490,College,US,64.8569,-147.8028,46.35,48,75,14.97,broken clouds
491,Kaohsiung,TW,22.6163,120.3133,75.04,88,40,1.01,scattered clouds
492,Hobyo,SO,5.3505,48.5268,80.22,73,16,13.65,few clouds
493,Davenport,US,41.5236,-90.5776,52.07,48,1,11.01,clear sky
494,Sukumo,JP,32.9333,132.7333,62.28,85,59,3.69,broken clouds
495,Litovko,RU,49.2361,135.1742,28.78,59,0,0.85,clear sky
496,Aleksandrovskoye,RU,44.7142,43.0008,46.54,98,100,9.93,overcast clouds
497,Redmond,US,47.674,-122.1215,63.88,46,0,1.01,clear sky
498,Aksu,CN,41.1231,80.2644,43.9,36,0,5.75,clear sky
499,Upata,VE,8.0086,-62.3989,71.51,92,99,2.3,overcast clouds
500,Maloy,NO,61.9353,5.1136,53.44,71,100,10.6,overcast clouds
501,Aberdeen,GB,57.1437,-2.0981,45.5,93,35,4.61,scattered clouds
502,Vila Velha,BR,-20.3297,-40.2925,71.55,94,90,4.61,light rain
503,Nhulunbuy,AU,-12.2333,136.7667,84.81,84,73,5.75,broken clouds
504,Thung Song,TH,8.1645,99.6804,81.45,92,66,2.01,broken clouds
505,Petropavlovka,RU,50.6114,105.3196,31.8,73,100,2.08,overcast clouds
506,Loukhi,RU,66.0764,33.0381,36.0,100,100,8.57,overcast clouds
507,Merced,US,37.1666,-120.7516,72.05,34,95,1.01,overcast clouds
508,Diamantino,BR,-14.4086,-56.4461,76.66,82,93,3.58,overcast clouds
509,Vao,NC,-22.6667,167.4833,71.82,68,8,12.41,clear sky
510,Boras,SE,57.721,12.9401,50.54,93,100,12.15,overcast clouds
511,Riverton,US,40.5219,-111.9391,69.71,40,40,3.0,scattered clouds
512,Amga,RU,60.8953,131.9608,18.34,94,100,5.57,light snow
513,Bonavista,CA,48.6499,-53.1147,45.12,93,60,14.81,broken clouds
514,Asyut,EG,27.181,31.1837,77.18,37,8,8.05,clear sky
515,Grand Gaube,MU,-20.0064,57.6608,72.0,81,7,1.99,clear sky
516,Handia,IN,25.3833,82.1833,65.95,52,0,2.13,clear sky
517,Parakou,BJ,9.3372,2.6303,75.43,67,87,2.95,overcast clouds
518,Teya,RU,60.3778,92.6267,21.88,95,100,3.47,light snow
519,Sabha,LY,27.0377,14.4283,67.78,26,5,2.55,clear sky
520,Barberton,ZA,-25.7884,31.0532,60.85,85,0,2.26,clear sky
521,Nuristan,AF,35.3,70.8333,21.96,55,78,11.95,broken clouds
522,Sakakah,SA,29.9697,40.2064,78.37,28,88,6.85,overcast clouds
523,Sergeyevka,KZ,53.88,67.4158,41.02,95,100,11.59,overcast clouds
524,Faya,SA,18.3851,42.4509,57.72,53,3,4.59,clear sky
525,Sungairaya,ID,0.7,108.9,78.57,87,100,5.19,overcast clouds
526,Kurashiki,JP,34.5833,133.7667,59.36,78,100,1.36,overcast clouds
527,Barbatesti,RO,45.1833,24.1167,35.49,72,100,2.3,overcast clouds
528,Monrovia,LR,6.3005,-10.7969,78.57,87,97,3.51,moderate rain
529,Kavaratti,IN,10.5669,72.642,81.09,79,97,5.95,overcast clouds
530,Machaneng,BW,-23.1862,27.4886,72.57,50,0,7.34,clear sky
531,Altagracia De Orituco,VE,9.8601,-66.3814,72.66,91,84,4.18,broken clouds
532,La Palma Del Condado,ES,37.3861,-6.5523,69.06,96,83,9.64,broken clouds
533,Dongsheng,CN,39.8161,109.9776,32.14,49,0,4.72,clear sky
534,Goya,AR,-29.14,-59.2626,85.86,35,56,6.67,broken clouds
535,Atikokan,CA,48.7555,-91.6216,35.06,76,99,9.37,overcast clouds
536,Tevriz,RU,57.509,72.4042,22.53,91,100,4.03,overcast clouds
537,Shushenskoye,RU,53.325,91.9356,35.64,61,84,18.7,broken clouds
538,Menongue,AO,-14.6585,17.691,64.38,84,95,6.69,overcast clouds
539,Mildura,AU,-34.2,142.15,64.36,32,100,5.75,overcast clouds
540,Datong,CN,40.0936,113.2914,35.94,57,2,1.88,clear sky
541,Sept-Iles,CA,50.2001,-66.3821,47.25,96,90,11.01,mist
542,Viesca,MX,25.35,-102.8,84.18,13,2,4.52,clear sky
543,Mineiros,BR,-17.5694,-52.5511,68.88,88,68,3.89,broken clouds
544,Leavenworth,US,39.2333,-95.0336,55.54,51,38,1.99,scattered clouds
545,Guamuchil,MX,25.4667,-108.1,91.74,43,23,10.25,few clouds
546,Waingapu,ID,-9.6567,120.2641,81.54,78,89,3.67,overcast clouds
547,Nuevo Progreso,MX,23.1667,-97.95,83.59,56,93,7.0,overcast clouds
548,Salani,IN,29.957,79.7127,50.77,62,0,4.21,clear sky
549,Komsomolskiy,UZ,40.4272,71.7189,39.92,81,1,2.3,clear sky
550,Santa Rosa,PH,14.3122,121.1114,78.12,89,37,10.36,scattered clouds
551,Ushumun,RU,52.7833,126.5333,23.97,52,31,5.01,scattered clouds
552,Banjar,ID,-8.19,114.9675,76.91,84,99,2.17,overcast clouds
553,Skibbereen,IE,51.55,-9.2667,48.0,69,90,19.35,overcast clouds
554,Dryden,CA,49.7833,-92.7503,35.89,87,90,4.61,overcast clouds
555,Bosaso,SO,11.2842,49.1816,79.77,73,24,7.74,few clouds
556,Gravdal,NO,68.1214,13.5031,45.79,85,100,14.67,overcast clouds
557,Koumac,NC,-20.5667,164.2833,77.77,59,25,11.43,scattered clouds
558,Puerto Colombia,CO,10.9878,-74.9547,73.49,78,100,4.14,overcast clouds
559,Sisimiut,GL,66.9395,-53.6735,35.19,93,83,24.63,light rain
560,Amnat Charoen,TH,15.9167,104.75,71.02,95,95,8.5,overcast clouds
561,Inuvik,CA,68.3499,-133.7218,36.36,67,75,8.05,broken clouds
562,Panguna,PG,-6.3164,155.4848,79.97,66,89,2.75,overcast clouds
563,Rocha,UY,-34.4833,-54.3333,63.36,98,93,6.24,light rain
564,Mehamn,NO,71.0357,27.8492,33.75,80,20,10.36,few clouds
565,Oranjemund,NA,-28.55,16.4333,61.75,78,100,7.27,overcast clouds
566,Zhigansk,RU,66.7697,123.3711,2.12,95,63,11.27,broken clouds
567,Waddan,LY,29.1614,16.139,70.7,34,84,4.85,broken clouds
568,Tessalit,ML,20.1986,1.0114,83.43,15,12,7.7,few clouds
569,Lhokseumawe,ID,5.1801,97.1507,76.73,85,100,2.75,overcast clouds
570,Udachnyy,RU,66.4167,112.4,4.12,88,65,14.16,broken clouds
571,Micheweni,TZ,-4.9667,39.8333,78.64,83,10,10.56,clear sky
572,Ustupo,PA,9.1333,-77.9333,78.48,87,99,4.9,overcast clouds
573,Nemuro,JP,43.3236,145.575,50.95,69,10,8.72,clear sky
574,Doha,QA,25.2867,51.5333,78.78,78,0,8.05,clear sky
575,Coihaique,CL,-45.5752,-72.0662,71.55,28,0,0.0,clear sky
576,Seymchan,RU,62.8833,152.4333,-4.11,91,34,2.89,scattered clouds
577,Abu Kamal,SY,34.4506,40.9171,72.14,50,99,13.85,overcast clouds
578,Huarmey,PE,-10.0681,-78.1522,66.51,78,12,9.55,few clouds
579,Tazovskiy,RU,67.4667,78.7,-2.72,97,67,9.53,broken clouds
580,Kamenka,RU,51.3223,42.7678,41.34,67,1,5.66,clear sky
581,Kohtla-Jarve,EE,59.3986,27.2731,45.5,87,74,10.16,broken clouds
582,Maues,BR,-3.3836,-57.7186,80.04,72,74,2.21,broken clouds
583,Qaqortoq,GL,60.7167,-46.0333,27.1,70,62,6.64,broken clouds
584,Kiruna,SE,67.8557,20.2251,27.52,100,90,0.0,fog
585,Semikarakorsk,RU,47.5194,40.8112,49.01,91,0,8.9,clear sky
586,Ponta Delgada,PT,37.7333,-25.6667,73.51,94,75,9.22,mist
587,Naryan-Mar,RU,67.6713,53.087,8.78,90,5,7.23,clear sky
588,Jalu,LY,29.0331,21.5482,65.95,78,63,7.54,broken clouds
589,Tigre,AR,-34.426,-58.5796,67.95,72,90,10.36,moderate rain
590,Yumen,CN,40.2833,97.2,38.91,33,11,9.69,few clouds
591,Mokhsogollokh,RU,61.4681,128.9203,25.59,90,99,8.63,overcast clouds
592,Noumea,NC,-22.2763,166.4572,76.98,99,28,8.59,scattered clouds
593,San,ML,13.3034,-4.8956,88.65,25,65,6.46,broken clouds
594,Kjopsvik,NO,68.097,16.3742,48.16,85,100,8.59,overcast clouds
595,Bud,US,39.447,-86.1758,58.42,76,2,12.97,clear sky
596,Victor Harbor,AU,-35.5667,138.6167,73.72,63,1,1.01,clear sky
597,Ylivieska,FI,64.0833,24.55,45.32,94,100,6.46,overcast clouds
598,High Level,CA,58.5169,-117.136,35.71,60,75,8.05,broken clouds
599,Valentin Gomez Farias,MX,28.2167,-106.5833,73.94,13,87,3.98,overcast clouds
600,Mayo,US,38.8876,-76.5119,63.48,66,19,7.0,few clouds
601,Marsaxlokk,MT,35.8419,14.5431,65.08,94,75,6.91,broken clouds
602,Novouzensk,RU,50.4592,48.1431,42.66,67,1,8.25,clear sky
603,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.95,93,100,14.65,light rain
604,Vilcun,CL,-38.65,-72.2333,57.94,66,100,4.83,overcast clouds
605,Orlik,RU,52.5178,99.825,25.54,71,74,3.89,broken clouds
606,Wolfeboro,US,43.584,-71.2073,58.05,86,40,1.01,scattered clouds
607,Rameswaram,IN,9.2833,79.3,81.68,78,100,9.73,overcast clouds
608,Luderitz,NA,-26.6481,15.1594,61.05,77,65,5.95,broken clouds
609,Santa Cruz,BO,-17.8,-63.1667,89.06,55,75,9.22,broken clouds
610,Mpika,ZM,-11.8343,31.4529,70.61,37,65,4.7,broken clouds
611,Riyadh,SA,24.6877,46.7219,68.14,26,0,5.64,clear sky
612,Sorso,IT,40.8,8.5772,64.89,92,98,4.18,overcast clouds
613,Brazzaville,CG,-4.2658,15.2832,80.91,78,100,4.61,overcast clouds
614,Aguimes,ES,27.9054,-15.4461,67.01,78,20,19.57,few clouds
615,Melbu,NO,68.5044,14.8297,48.31,81,75,16.11,light rain
616,Miyako,JP,39.6367,141.9525,57.07,71,28,2.84,scattered clouds
617,Mayuge,UG,0.4597,33.4803,65.53,87,62,3.24,broken clouds
618,Mackay,AU,-21.15,149.2,78.78,78,75,21.85,broken clouds
619,Huambo,AO,-12.7761,15.7392,60.37,88,70,4.34,broken clouds
620,Toropets,RU,56.4978,31.6353,40.1,86,0,6.8,clear sky
621,Roald,NO,62.5833,6.1333,49.33,81,0,6.91,clear sky
622,Raga,SS,8.4596,25.678,75.74,66,45,2.89,scattered clouds
623,Severnyy,RU,50.677,36.5532,39.24,81,0,4.47,clear sky
624,Tomohon,ID,1.3346,124.8392,65.34,78,100,1.23,overcast clouds
625,Mitsamiouli,KM,-11.3847,43.2844,78.33,79,9,11.12,clear sky
626,Ginda,IN,30.6945,78.4932,46.83,39,0,6.15,clear sky
627,Svatove,UA,49.4103,38.1503,40.28,84,0,6.89,clear sky
628,Liusha,CN,27.2098,108.59,52.47,95,100,2.95,overcast clouds
629,Paamiut,GL,61.994,-49.6678,31.44,77,92,7.67,overcast clouds
630,Wamba,NG,8.9333,8.6,74.43,74,90,3.76,overcast clouds
631,Fort Nelson,CA,58.8053,-122.7002,35.19,44,40,0.0,scattered clouds
632,Ciudad Bolivar,VE,8.1222,-63.5497,79.45,76,95,6.71,overcast clouds
633,Izhma,RU,65.0083,53.9113,15.35,97,86,4.83,overcast clouds
634,Sovetsk,RU,55.0839,21.8785,46.83,76,72,7.61,broken clouds
635,Okhotsk,RU,59.3833,143.3,8.46,71,4,14.45,clear sky
636,Christchurch,NZ,-43.5333,172.6333,62.33,59,53,5.01,broken clouds
637,Formosa Do Rio Preto,BR,-11.0483,-45.1931,79.83,45,97,1.1,overcast clouds
638,Sarakhs,IR,36.5449,61.1577,46.85,67,18,2.77,few clouds
639,Brigantine,US,39.4101,-74.3646,63.0,78,90,11.5,overcast clouds
640,Vechta,DE,52.7167,8.2833,59.49,88,100,1.99,light rain
641,Kozhevnikovo,RU,56.2589,83.9714,20.25,85,98,8.55,overcast clouds
642,Arslev,DK,55.3035,10.4643,56.79,77,100,24.81,heavy intensity rain
643,Kundiawa,PG,-6.0167,144.9667,74.14,65,97,1.39,overcast clouds
644,Russell,US,32.3502,-85.1999,65.8,66,1,8.05,clear sky
645,Chimbote,PE,-9.0853,-78.5783,65.12,80,14,7.25,few clouds
646,Algiers,DZ,36.7525,3.042,73.22,60,20,8.05,few clouds
647,La Ronge,CA,55.1001,-105.2842,32.25,64,75,9.22,broken clouds
648,Macau,MO,22.2006,113.5461,76.06,83,40,6.91,scattered clouds
649,Awash,ET,8.9833,40.1667,67.93,79,22,2.44,light rain
650,Nantucket,US,41.2835,-70.0995,60.94,85,1,13.8,clear sky
651,North Bend,US,43.4065,-124.2243,59.92,94,90,8.05,overcast clouds
652,Saint Anthony,US,45.0205,-93.218,44.62,50,90,3.0,overcast clouds
653,Cukai,MY,4.25,103.4167,77.0,93,97,5.35,overcast clouds
654,Wasilla,US,61.5814,-149.4394,44.94,78,20,7.0,light rain
655,Masyaf,SY,35.0653,36.3406,68.05,67,73,5.21,broken clouds
656,Egvekinot,RU,66.3167,-179.1667,1.56,83,98,7.11,overcast clouds
657,Ust-Ilimsk,RU,58.0006,102.6619,30.06,92,100,4.54,overcast clouds
658,Maymyo,MM,22.0333,96.4667,61.38,94,14,2.77,few clouds
659,Akdepe,TM,42.0551,59.3788,37.49,48,0,6.91,clear sky
660,Port Hedland,AU,-20.3167,118.5667,71.65,83,75,4.61,broken clouds
661,Belogorsk,RU,50.9158,128.4611,25.03,41,22,6.44,few clouds
662,Peace River,CA,56.2501,-117.286,41.31,45,20,8.05,few clouds
663,Itauna,BR,-20.0753,-44.5764,63.95,97,100,3.6,moderate rain
664,Byron Bay,AU,-28.65,153.6167,69.69,55,100,7.47,overcast clouds
665,Ancud,CL,-41.8697,-73.8203,71.13,74,63,6.44,broken clouds
666,Port Keats,AU,-14.25,129.55,84.61,59,43,5.01,scattered clouds
667,Carauari,BR,-4.8828,-66.8958,80.01,75,94,1.74,light rain
668,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,77.81,85,76,2.19,broken clouds
669,Canton,CN,23.1167,113.25,71.01,75,97,4.36,overcast clouds
670,Buraydah,SA,26.326,43.975,70.25,30,43,9.8,scattered clouds
671,Zhigalovo,RU,54.8097,105.1578,27.57,91,99,3.91,overcast clouds
672,Pampas,PE,-12.4,-74.9,55.11,77,77,6.67,broken clouds
673,Abashiri,JP,44.0213,144.2697,48.94,88,79,7.7,broken clouds
674,Starkville,US,33.4504,-88.8184,69.46,66,1,0.0,clear sky
675,Khawhai,IN,23.3667,93.1167,53.33,98,77,1.1,broken clouds
